站名,年份,月份,總日照時數h,總日射量MJ/ m2
種苗繁殖,2000,1,297.5,539.4
農業試驗所,2000,1,214.3,377.8
王功漁港,2000,1,295.4,547.3
臺中農改,2000,1,293.4,538.6
中改埔里分場,2000,1,*252.9,*398.1
林試畢祿溪站,2000,1,*246.2,*422.7
臺大內茅埔,2000,1,229.0,364.4
臺大和社,2000,1,234.6,370.7
臺大溪頭,2000,1,200.1,291.0
臺大竹山,2000,1,276.4,478.3
茶改中部分場,2000,1,260.8,418.9
茶改南部分場,2000,1,275.2,475.7
萬大發電廠,2000,1,258.1,468.2
蓮華池,2000,1,261.3,407.1
南改斗南分場,2000,1,289.5,532.4
口湖工作站,2000,1,294.1,560.1
四湖植物園,2000,1,288.5,535.2
水試臺西試驗場,2000,1,*283.6,*527.5
海口故事園區,2000,1,275.7,498.4
臺大雲林校區,2000,1,292.1,536.9
麥寮合作社,2000,1,296.4,551.4
農試嘉義分所,2000,1,*257.4,*455.8
南改義竹分場,2000,1,290.6,536.8
南改鹿草分場,2000,1,287.1,530.9
布袋國中,2000,1,288.5,549.3
農試溪口農場,2000,1,*264.0,*496.3
七股研究中心,2000,1,294.2,561.9
六官養殖協會,2000,1,291.6,534.9
水試所海水繁養殖中心,2000,1,288.3,543.5
畜試所,2000,1,293.8,532.0
臺南蘭花園區,2000,1,287.8,525.4
臺南農改,2000,1,295.8,539.3
林試六龜中心,2000,1,293.1,556.2
林試扇平站,2000,1,254.2,445.7
農試鳳山分所,2000,1,*280.6,*506.7
高改旗南分場,2000,1,*281.8,*511.7
崎峰國小,2000,1,303.7,607.6
恆春工作站,2000,1,XXX,XXX
東港工作站,2000,1,306.5,613.5
畜試南區分所,2000,1,*296.5,*618.7
高雄農改,2000,1,312.5,717.9
畜試東區分所,2000,1,258.3,448.9
花改蘭陽分場,2000,1,248.4,410.9
花蓮農改,2000,1,243.1,383.7
東改班鳩分場,2000,1,231.4,352.9
東改賓朗果園,2000,1,*223.5,*342.0
林試太麻里1,2000,1,250.0,429.1
林試太麻里2,2000,1,*252.8,*456.9
茶改東部分場,2000,1,*236.9,*399.6
桃改樹林分場,2000,3,254.5,427.2
茶改北部分場,2000,3,249.9,431.5
桃園農改,2000,3,286.0,533.5
茶改場,2000,3,276.5,504.4
農工中心,2000,3,268.5,478.7
桃改五峰分場,2000,3,253.8,436.2
桃改新埔分場,2000,3,288.9,510.0
畜試北區分所,2000,3,315.6,719.9
苗改生物防治研究中心,2000,3,297.9,556.5
苗栗農改,2000,3,301.2,601.6
種苗繁殖,2000,3,297.5,539.4
農業試驗所,2000,3,214.3,377.8
王功漁港,2000,3,295.4,547.3
臺中農改,2000,3,293.4,538.6
中改埔里分場,2000,3,*252.9,*398.1
林試畢祿溪站,2000,3,*246.2,*422.7
臺大內茅埔,2000,3,229.0,364.4
臺大和社,2000,3,234.6,370.7
臺大溪頭,2000,3,200.1,291.0
臺大竹山,2000,3,276.4,478.3
茶改中部分場,2000,3,260.8,418.9
茶改南部分場,2000,3,275.2,475.7
萬大發電廠,2000,3,258.1,468.2
蓮華池,2000,3,261.3,407.1
南改斗南分場,2000,3,289.5,532.4
口湖工作站,2000,3,294.1,560.1
四湖植物園,2000,3,288.5,535.2
水試臺西試驗場,2000,3,*283.6,*527.5
海口故事園區,2000,3,275.7,498.4
臺大雲林校區,2000,3,292.1,536.9
麥寮合作社,2000,3,296.4,551.4
農試嘉義分所,2000,3,*257.4,*455.8
南改義竹分場,2000,3,290.6,536.8
南改鹿草分場,2000,3,287.1,530.9
布袋國中,2000,3,288.5,549.3
農試溪口農場,2000,3,*264.0,*496.3
七股研究中心,2000,3,294.2,561.9
六官養殖協會,2000,3,291.6,534.9
水試所海水繁養殖中心,2000,3,288.3,543.5
畜試所,2000,3,293.8,532.0
臺南蘭花園區,2000,3,287.8,525.4
臺南農改,2000,3,295.8,539.3
林試六龜中心,2000,3,293.1,556.2
林試扇平站,2000,3,254.2,445.7
農試鳳山分所,2000,3,*280.6,*506.7
高改旗南分場,2000,3,*281.8,*511.7
崎峰國小,2000,3,303.7,607.6
恆春工作站,2000,3,XXX,XXX
東港工作站,2000,3,306.5,613.5
畜試南區分所,2000,3,*296.5,*618.7
高雄農改,2000,3,312.5,717.9
畜試東區分所,2000,3,258.3,448.9
花改蘭陽分場,2000,3,248.4,410.9
花蓮農改,2000,3,243.1,383.7
東改班鳩分場,2000,3,231.4,352.9
東改賓朗果園,2000,3,*223.5,*342.0
林試太麻里1,2000,3,250.0,429.1
林試太麻里2,2000,3,*252.8,*456.9
茶改東部分場,2000,3,*236.9,*399.6
桃改樹林分場,2000,5,254.5,427.2
茶改北部分場,2000,5,249.9,431.5
桃園農改,2000,5,286.0,533.5
茶改場,2000,5,276.5,504.4
農工中心,2000,5,268.5,478.7
桃改五峰分場,2000,5,253.8,436.2
桃改新埔分場,2000,5,288.9,510.0
畜試北區分所,2000,5,315.6,719.9
苗改生物防治研究中心,2000,5,297.9,556.5
苗栗農改,2000,5,301.2,601.6
種苗繁殖,2000,5,297.5,539.4
農業試驗所,2000,5,214.3,377.8
王功漁港,2000,5,295.4,547.3
臺中農改,2000,5,293.4,538.6
中改埔里分場,2000,5,*252.9,*398.1
林試畢祿溪站,2000,5,*246.2,*422.7
臺大內茅埔,2000,5,229.0,364.4
臺大和社,2000,5,234.6,370.7
臺大溪頭,2000,5,200.1,291.0
臺大竹山,2000,5,276.4,478.3
茶改中部分場,2000,5,260.8,418.9
茶改南部分場,2000,5,275.2,475.7
萬大發電廠,2000,5,258.1,468.2
蓮華池,2000,5,261.3,407.1
南改斗南分場,2000,5,289.5,532.4
口湖工作站,2000,5,294.1,560.1
四湖植物園,2000,5,288.5,535.2
水試臺西試驗場,2000,5,*283.6,*527.5
海口故事園區,2000,5,275.7,498.4
臺大雲林校區,2000,5,292.1,536.9
麥寮合作社,2000,5,296.4,551.4
農試嘉義分所,2000,5,*257.4,*455.8
南改義竹分場,2000,5,290.6,536.8
南改鹿草分場,2000,5,287.1,530.9
布袋國中,2000,5,288.5,549.3
農試溪口農場,2000,5,*264.0,*496.3
七股研究中心,2000,5,294.2,561.9
六官養殖協會,2000,5,291.6,534.9
水試所海水繁養殖中心,2000,5,288.3,543.5
畜試所,2000,5,293.8,532.0
臺南蘭花園區,2000,5,287.8,525.4
臺南農改,2000,5,295.8,539.3
林試六龜中心,2000,5,293.1,556.2
林試扇平站,2000,5,254.2,445.7
農試鳳山分所,2000,5,*280.6,*506.7
高改旗南分場,2000,5,*281.8,*511.7
崎峰國小,2000,5,303.7,607.6
恆春工作站,2000,5,XXX,XXX
東港工作站,2000,5,306.5,613.5
畜試南區分所,2000,5,*296.5,*618.7
高雄農改,2000,5,312.5,717.9
畜試東區分所,2000,5,258.3,448.9
花改蘭陽分場,2000,5,248.4,410.9
花蓮農改,2000,5,243.1,383.7
東改班鳩分場,2000,5,231.4,352.9
東改賓朗果園,2000,5,*223.5,*342.0
林試太麻里1,2000,5,250.0,429.1
林試太麻里2,2000,5,*252.8,*456.9
茶改東部分場,2000,5,*236.9,*399.6
桃改樹林分場,2000,6,254.5,427.2
茶改北部分場,2000,6,249.9,431.5
桃園農改,2000,6,286.0,533.5
茶改場,2000,6,276.5,504.4
農工中心,2000,6,268.5,478.7
桃改五峰分場,2000,6,253.8,436.2
桃改新埔分場,2000,6,288.9,510.0
畜試北區分所,2000,6,315.6,719.9
苗改生物防治研究中心,2000,6,297.9,556.5
苗栗農改,2000,6,301.2,601.6
種苗繁殖,2000,6,297.5,539.4
農業試驗所,2000,6,214.3,377.8
王功漁港,2000,6,295.4,547.3
臺中農改,2000,6,293.4,538.6
中改埔里分場,2000,6,*252.9,*398.1
林試畢祿溪站,2000,6,*246.2,*422.7
臺大內茅埔,2000,6,229.0,364.4
臺大和社,2000,6,234.6,370.7
臺大溪頭,2000,6,200.1,291.0
臺大竹山,2000,6,276.4,478.3
茶改中部分場,2000,6,260.8,418.9
茶改南部分場,2000,6,275.2,475.7
萬大發電廠,2000,6,258.1,468.2
蓮華池,2000,6,261.3,407.1
南改斗南分場,2000,6,289.5,532.4
口湖工作站,2000,6,294.1,560.1
四湖植物園,2000,6,288.5,535.2
水試臺西試驗場,2000,6,*283.6,*527.5
海口故事園區,2000,6,275.7,498.4
臺大雲林校區,2000,6,292.1,536.9
麥寮合作社,2000,6,296.4,551.4
農試嘉義分所,2000,6,*257.4,*455.8
南改義竹分場,2000,6,290.6,536.8
南改鹿草分場,2000,6,287.1,530.9
布袋國中,2000,6,288.5,549.3
農試溪口農場,2000,6,*264.0,*496.3
七股研究中心,2000,6,294.2,561.9
六官養殖協會,2000,6,291.6,534.9
水試所海水繁養殖中心,2000,6,288.3,543.5
畜試所,2000,6,293.8,532.0
臺南蘭花園區,2000,6,287.8,525.4
臺南農改,2000,6,295.8,539.3
林試六龜中心,2000,6,293.1,556.2
林試扇平站,2000,6,254.2,445.7
農試鳳山分所,2000,6,*280.6,*506.7
高改旗南分場,2000,6,*281.8,*511.7
崎峰國小,2000,6,303.7,607.6
恆春工作站,2000,6,XXX,XXX
東港工作站,2000,6,306.5,613.5
畜試南區分所,2000,6,*296.5,*618.7
高雄農改,2000,6,312.5,717.9
畜試東區分所,2000,6,258.3,448.9
花改蘭陽分場,2000,6,248.4,410.9
花蓮農改,2000,6,243.1,383.7
東改班鳩分場,2000,6,231.4,352.9
東改賓朗果園,2000,6,*223.5,*342.0
林試太麻里1,2000,6,250.0,429.1
林試太麻里2,2000,6,*252.8,*456.9
茶改東部分場,2000,6,*236.9,*399.6
桃改樹林分場,2000,7,254.5,427.2
茶改北部分場,2000,7,249.9,431.5
桃園農改,2000,7,286.0,533.5
茶改場,2000,7,276.5,504.4
農工中心,2000,7,268.5,478.7
桃改五峰分場,2000,7,253.8,436.2
桃改新埔分場,2000,7,288.9,510.0
畜試北區分所,2000,7,315.6,719.9
苗改生物防治研究中心,2000,7,297.9,556.5
苗栗農改,2000,7,301.2,601.6
種苗繁殖,2000,7,297.5,539.4
農業試驗所,2000,7,214.3,377.8
王功漁港,2000,7,295.4,547.3
臺中農改,2000,7,293.4,538.6
中改埔里分場,2000,7,*252.9,*398.1
林試畢祿溪站,2000,7,*246.2,*422.7
臺大內茅埔,2000,7,229.0,364.4
臺大和社,2000,7,234.6,370.7
臺大溪頭,2000,7,200.1,291.0
臺大竹山,2000,7,276.4,478.3
茶改中部分場,2000,7,260.8,418.9
茶改南部分場,2000,7,275.2,475.7
萬大發電廠,2000,7,258.1,468.2
蓮華池,2000,7,261.3,407.1
南改斗南分場,2000,7,289.5,532.4
口湖工作站,2000,7,294.1,560.1
四湖植物園,2000,7,288.5,535.2
水試臺西試驗場,2000,7,*283.6,*527.5
海口故事園區,2000,7,275.7,498.4
臺大雲林校區,2000,7,292.1,536.9
麥寮合作社,2000,7,296.4,551.4
農試嘉義分所,2000,7,*257.4,*455.8
南改義竹分場,2000,7,290.6,536.8
南改鹿草分場,2000,7,287.1,530.9
布袋國中,2000,7,288.5,549.3
農試溪口農場,2000,7,*264.0,*496.3
七股研究中心,2000,7,294.2,561.9
六官養殖協會,2000,7,291.6,534.9
水試所海水繁養殖中心,2000,7,288.3,543.5
畜試所,2000,7,293.8,532.0
臺南蘭花園區,2000,7,287.8,525.4
臺南農改,2000,7,295.8,539.3
林試六龜中心,2000,7,293.1,556.2
林試扇平站,2000,7,254.2,445.7
農試鳳山分所,2000,7,*280.6,*506.7
高改旗南分場,2000,7,*281.8,*511.7
崎峰國小,2000,7,303.7,607.6
恆春工作站,2000,7,XXX,XXX
東港工作站,2000,7,306.5,613.5
畜試南區分所,2000,7,*296.5,*618.7
高雄農改,2000,7,312.5,717.9
畜試東區分所,2000,7,258.3,448.9
花改蘭陽分場,2000,7,248.4,410.9
花蓮農改,2000,7,243.1,383.7
東改班鳩分場,2000,7,231.4,352.9
東改賓朗果園,2000,7,*223.5,*342.0
林試太麻里1,2000,7,250.0,429.1
林試太麻里2,2000,7,*252.8,*456.9
茶改東部分場,2000,7,*236.9,*399.6
桃改樹林分場,2000,8,254.5,427.2
茶改北部分場,2000,8,249.9,431.5
桃園農改,2000,8,286.0,533.5
茶改場,2000,8,276.5,504.4
農工中心,2000,8,268.5,478.7
桃改五峰分場,2000,8,253.8,436.2
桃改新埔分場,2000,8,288.9,510.0
畜試北區分所,2000,8,315.6,719.9
苗改生物防治研究中心,2000,8,297.9,556.5
苗栗農改,2000,8,301.2,601.6
種苗繁殖,2000,8,297.5,539.4
農業試驗所,2000,8,214.3,377.8
王功漁港,2000,8,295.4,547.3
臺中農改,2000,8,293.4,538.6
中改埔里分場,2000,8,*252.9,*398.1
林試畢祿溪站,2000,8,*246.2,*422.7
臺大內茅埔,2000,8,229.0,364.4
臺大和社,2000,8,234.6,370.7
臺大溪頭,2000,8,200.1,291.0
臺大竹山,2000,8,276.4,478.3
茶改中部分場,2000,8,260.8,418.9
茶改南部分場,2000,8,275.2,475.7
萬大發電廠,2000,8,258.1,468.2
蓮華池,2000,8,261.3,407.1
南改斗南分場,2000,8,289.5,532.4
口湖工作站,2000,8,294.1,560.1
四湖植物園,2000,8,288.5,535.2
水試臺西試驗場,2000,8,*283.6,*527.5
海口故事園區,2000,8,275.7,498.4
臺大雲林校區,2000,8,292.1,536.9
麥寮合作社,2000,8,296.4,551.4
農試嘉義分所,2000,8,*257.4,*455.8
南改義竹分場,2000,8,290.6,536.8
南改鹿草分場,2000,8,287.1,530.9
布袋國中,2000,8,288.5,549.3
農試溪口農場,2000,8,*264.0,*496.3
七股研究中心,2000,8,294.2,561.9
六官養殖協會,2000,8,291.6,534.9
水試所海水繁養殖中心,2000,8,288.3,543.5
畜試所,2000,8,293.8,532.0
臺南蘭花園區,2000,8,287.8,525.4
臺南農改,2000,8,295.8,539.3
林試六龜中心,2000,8,293.1,556.2
林試扇平站,2000,8,254.2,445.7
農試鳳山分所,2000,8,*280.6,*506.7
高改旗南分場,2000,8,*281.8,*511.7
崎峰國小,2000,8,303.7,607.6
恆春工作站,2000,8,XXX,XXX
東港工作站,2000,8,306.5,613.5
畜試南區分所,2000,8,*296.5,*618.7
高雄農改,2000,8,312.5,717.9
畜試東區分所,2000,8,258.3,448.9
花改蘭陽分場,2000,8,248.4,410.9
花蓮農改,2000,8,243.1,383.7
東改班鳩分場,2000,8,231.4,352.9
東改賓朗果園,2000,8,*223.5,*342.0
林試太麻里1,2000,8,250.0,429.1
林試太麻里2,2000,8,*252.8,*456.9
茶改東部分場,2000,8,*236.9,*399.6
桃改樹林分場,2000,9,254.5,427.2
茶改北部分場,2000,9,249.9,431.5
桃園農改,2000,9,286.0,533.5
茶改場,2000,9,276.5,504.4
農工中心,2000,9,268.5,478.7
桃改五峰分場,2000,9,253.8,436.2
桃改新埔分場,2000,9,288.9,510.0
畜試北區分所,2000,9,315.6,719.9
苗改生物防治研究中心,2000,9,297.9,556.5
苗栗農改,2000,9,301.2,601.6
種苗繁殖,2000,9,297.5,539.4
農業試驗所,2000,9,214.3,377.8
王功漁港,2000,9,295.4,547.3
臺中農改,2000,9,293.4,538.6
中改埔里分場,2000,9,*252.9,*398.1
林試畢祿溪站,2000,9,*246.2,*422.7
臺大內茅埔,2000,9,229.0,364.4
臺大和社,2000,9,234.6,370.7
臺大溪頭,2000,9,200.1,291.0
臺大竹山,2000,9,276.4,478.3
茶改中部分場,2000,9,260.8,418.9
茶改南部分場,2000,9,275.2,475.7
萬大發電廠,2000,9,258.1,468.2
蓮華池,2000,9,261.3,407.1
南改斗南分場,2000,9,289.5,532.4
口湖工作站,2000,9,294.1,560.1
四湖植物園,2000,9,288.5,535.2
水試臺西試驗場,2000,9,*283.6,*527.5
海口故事園區,2000,9,275.7,498.4
臺大雲林校區,2000,9,292.1,536.9
麥寮合作社,2000,9,296.4,551.4
農試嘉義分所,2000,9,*257.4,*455.8
南改義竹分場,2000,9,290.6,536.8
南改鹿草分場,2000,9,287.1,530.9
布袋國中,2000,9,288.5,549.3
農試溪口農場,2000,9,*264.0,*496.3
七股研究中心,2000,9,294.2,561.9
六官養殖協會,2000,9,291.6,534.9
水試所海水繁養殖中心,2000,9,288.3,543.5
畜試所,2000,9,293.8,532.0
臺南蘭花園區,2000,9,287.8,525.4
臺南農改,2000,9,295.8,539.3
林試六龜中心,2000,9,293.1,556.2
林試扇平站,2000,9,254.2,445.7
農試鳳山分所,2000,9,*280.6,*506.7
高改旗南分場,2000,9,*281.8,*511.7
崎峰國小,2000,9,303.7,607.6
恆春工作站,2000,9,XXX,XXX
東港工作站,2000,9,306.5,613.5
畜試南區分所,2000,9,*296.5,*618.7
高雄農改,2000,9,312.5,717.9
畜試東區分所,2000,9,258.3,448.9
花改蘭陽分場,2000,9,248.4,410.9
花蓮農改,2000,9,243.1,383.7
東改班鳩分場,2000,9,231.4,352.9
東改賓朗果園,2000,9,*223.5,*342.0
林試太麻里1,2000,9,250.0,429.1
林試太麻里2,2000,9,*252.8,*456.9
茶改東部分場,2000,9,*236.9,*399.6
桃改樹林分場,2000,10,254.5,427.2
茶改北部分場,2000,10,249.9,431.5
桃園農改,2000,10,286.0,533.5
茶改場,2000,10,276.5,504.4
農工中心,2000,10,268.5,478.7
桃改五峰分場,2000,10,253.8,436.2
桃改新埔分場,2000,10,288.9,510.0
畜試北區分所,2000,10,315.6,719.9
苗改生物防治研究中心,2000,10,297.9,556.5
苗栗農改,2000,10,301.2,601.6
種苗繁殖,2000,10,297.5,539.4
農業試驗所,2000,10,214.3,377.8
王功漁港,2000,10,295.4,547.3
臺中農改,2000,10,293.4,538.6
中改埔里分場,2000,10,*252.9,*398.1
林試畢祿溪站,2000,10,*246.2,*422.7
臺大內茅埔,2000,10,229.0,364.4
臺大和社,2000,10,234.6,370.7
臺大溪頭,2000,10,200.1,291.0
臺大竹山,2000,10,276.4,478.3
茶改中部分場,2000,10,260.8,418.9
茶改南部分場,2000,10,275.2,475.7
萬大發電廠,2000,10,258.1,468.2
蓮華池,2000,10,261.3,407.1
南改斗南分場,2000,10,289.5,532.4
口湖工作站,2000,10,294.1,560.1
四湖植物園,2000,10,288.5,535.2
水試臺西試驗場,2000,10,*283.6,*527.5
海口故事園區,2000,10,275.7,498.4
臺大雲林校區,2000,10,292.1,536.9
麥寮合作社,2000,10,296.4,551.4
農試嘉義分所,2000,10,*257.4,*455.8
南改義竹分場,2000,10,290.6,536.8
南改鹿草分場,2000,10,287.1,530.9
布袋國中,2000,10,288.5,549.3
農試溪口農場,2000,10,*264.0,*496.3
七股研究中心,2000,10,294.2,561.9
六官養殖協會,2000,10,291.6,534.9
水試所海水繁養殖中心,2000,10,288.3,543.5
畜試所,2000,10,293.8,532.0
臺南蘭花園區,2000,10,287.8,525.4
臺南農改,2000,10,295.8,539.3
林試六龜中心,2000,10,293.1,556.2
林試扇平站,2000,10,254.2,445.7
農試鳳山分所,2000,10,*280.6,*506.7
高改旗南分場,2000,10,*281.8,*511.7
崎峰國小,2000,10,303.7,607.6
恆春工作站,2000,10,XXX,XXX
東港工作站,2000,10,306.5,613.5
畜試南區分所,2000,10,*296.5,*618.7
高雄農改,2000,10,312.5,717.9
畜試東區分所,2000,10,258.3,448.9
花改蘭陽分場,2000,10,248.4,410.9
花蓮農改,2000,10,243.1,383.7
東改班鳩分場,2000,10,231.4,352.9
東改賓朗果園,2000,10,*223.5,*342.0
林試太麻里1,2000,10,250.0,429.1
林試太麻里2,2000,10,*252.8,*456.9
茶改東部分場,2000,10,*236.9,*399.6
桃改樹林分場,2000,12,254.5,427.2
茶改北部分場,2000,12,249.9,431.5
桃園農改,2000,12,286.0,533.5
茶改場,2000,12,276.5,504.4
農工中心,2000,12,268.5,478.7
桃改五峰分場,2000,12,253.8,436.2
桃改新埔分場,2000,12,288.9,510.0
畜試北區分所,2000,12,315.6,719.9
苗改生物防治研究中心,2000,12,297.9,556.5
苗栗農改,2000,12,301.2,601.6
種苗繁殖,2000,12,297.5,539.4
農業試驗所,2000,12,214.3,377.8
王功漁港,2000,12,295.4,547.3
臺中農改,2000,12,293.4,538.6
中改埔里分場,2000,12,*252.9,*398.1
林試畢祿溪站,2000,12,*246.2,*422.7
臺大內茅埔,2000,12,229.0,364.4
臺大和社,2000,12,234.6,370.7
臺大溪頭,2000,12,200.1,291.0
臺大竹山,2000,12,276.4,478.3
茶改中部分場,2000,12,260.8,418.9
茶改南部分場,2000,12,275.2,475.7
萬大發電廠,2000,12,258.1,468.2
蓮華池,2000,12,261.3,407.1
南改斗南分場,2000,12,289.5,532.4
口湖工作站,2000,12,294.1,560.1
四湖植物園,2000,12,288.5,535.2
水試臺西試驗場,2000,12,*283.6,*527.5
海口故事園區,2000,12,275.7,498.4
臺大雲林校區,2000,12,292.1,536.9
麥寮合作社,2000,12,296.4,551.4
農試嘉義分所,2000,12,*257.4,*455.8
南改義竹分場,2000,12,290.6,536.8
南改鹿草分場,2000,12,287.1,530.9
布袋國中,2000,12,288.5,549.3
農試溪口農場,2000,12,*264.0,*496.3
七股研究中心,2000,12,294.2,561.9
六官養殖協會,2000,12,291.6,534.9
水試所海水繁養殖中心,2000,12,288.3,543.5
畜試所,2000,12,293.8,532.0
臺南蘭花園區,2000,12,287.8,525.4
臺南農改,2000,12,295.8,539.3
林試六龜中心,2000,12,293.1,556.2
林試扇平站,2000,12,254.2,445.7
農試鳳山分所,2000,12,*280.6,*506.7
高改旗南分場,2000,12,*281.8,*511.7
崎峰國小,2000,12,303.7,607.6
恆春工作站,2000,12,XXX,XXX
東港工作站,2000,12,306.5,613.5
畜試南區分所,2000,12,*296.5,*618.7
高雄農改,2000,12,312.5,717.9
畜試東區分所,2000,12,258.3,448.9
花改蘭陽分場,2000,12,248.4,410.9
花蓮農改,2000,12,243.1,383.7
東改班鳩分場,2000,12,231.4,352.9
東改賓朗果園,2000,12,*223.5,*342.0
林試太麻里1,2000,12,250.0,429.1
林試太麻里2,2000,12,*252.8,*456.9
茶改東部分場,2000,12,*236.9,*399.6
桃改樹林分場,2001,1,254.5,427.2
茶改北部分場,2001,1,249.9,431.5
桃園農改,2001,1,286.0,533.5
茶改場,2001,1,276.5,504.4
農工中心,2001,1,268.5,478.7
桃改五峰分場,2001,1,253.8,436.2
桃改新埔分場,2001,1,288.9,510.0
畜試北區分所,2001,1,315.6,719.9
苗改生物防治研究中心,2001,1,297.9,556.5
苗栗農改,2001,1,301.2,601.6
種苗繁殖,2001,1,297.5,539.4
農業試驗所,2001,1,214.3,377.8
王功漁港,2001,1,295.4,547.3
臺中農改,2001,1,293.4,538.6
中改埔里分場,2001,1,*252.9,*398.1
林試畢祿溪站,2001,1,*246.2,*422.7
臺大內茅埔,2001,1,229.0,364.4
臺大和社,2001,1,234.6,370.7
臺大溪頭,2001,1,200.1,291.0
臺大竹山,2001,1,276.4,478.3
茶改中部分場,2001,1,260.8,418.9
茶改南部分場,2001,1,275.2,475.7
萬大發電廠,2001,1,258.1,468.2
蓮華池,2001,1,261.3,407.1
南改斗南分場,2001,1,289.5,532.4
口湖工作站,2001,1,294.1,560.1
四湖植物園,2001,1,288.5,535.2
水試臺西試驗場,2001,1,*283.6,*527.5
海口故事園區,2001,1,275.7,498.4
臺大雲林校區,2001,1,292.1,536.9
麥寮合作社,2001,1,296.4,551.4
農試嘉義分所,2001,1,*257.4,*455.8
南改義竹分場,2001,1,290.6,536.8
南改鹿草分場,2001,1,287.1,530.9
布袋國中,2001,1,288.5,549.3
農試溪口農場,2001,1,*264.0,*496.3
七股研究中心,2001,1,294.2,561.9
六官養殖協會,2001,1,291.6,534.9
水試所海水繁養殖中心,2001,1,288.3,543.5
畜試所,2001,1,293.8,532.0
臺南蘭花園區,2001,1,287.8,525.4
臺南農改,2001,1,295.8,539.3
林試六龜中心,2001,1,293.1,556.2
林試扇平站,2001,1,254.2,445.7
農試鳳山分所,2001,1,*280.6,*506.7
高改旗南分場,2001,1,*281.8,*511.7
崎峰國小,2001,1,303.7,607.6
恆春工作站,2001,1,XXX,XXX
東港工作站,2001,1,306.5,613.5
