站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區,days_in_month,平均每日日照時數,平均每日日射量
畜試所,19.9,30.4,12.8,205.8,207.76,2013,2,臺南市,28,7.3500000000000005,7.42
恆春畜試,23.1,30.4,17.4,180.4,453.07,2013,2,屏東縣,28,6.442857142857143,16.18107142857143
農業試驗所,19.6,29.3,12.1,203.4,404.33,2013,2,台中市,28,7.264285714285714,14.440357142857142
苗栗農改,17,27.8,11.4,86.3,260.56,2013,2,苗栗縣,28,3.082142857142857,9.305714285714286
臺大溪頭,14.8,24.8,8.7,97.8,293.34,2013,2,南投縣,28,3.492857142857143,10.47642857142857
桃園農改,18.4,27.3,9.9,126.9,392.51,2013,3,桃園市,31,4.093548387096774,12.661612903225807
茶改場,16.35,29.25,8.7,138.2,341.9,2013,3,桃園市,31,4.458064516129032,11.029032258064515
五峰站,14.5,24,5.5,97.9,256.19,2013,3,新竹縣,31,3.1580645161290324,8.264193548387096
苗栗農改,19,29.9,7.9,136.7,397.68,2013,3,苗栗縣,31,4.409677419354838,12.828387096774193
農業試驗所,21.1,30.6,12.2,197.2,438.22,2013,3,台中市,31,6.361290322580645,14.136129032258065
臺中農改,20.5,29.6,11,172.5,308.13,2013,3,彰化縣,31,5.564516129032258,9.939677419354839
臺大溪頭,15.2,24.2,6.7,104.1,341.53,2013,3,南投縣,31,3.358064516129032,11.017096774193547
雲林分場,21.1,32.5,10.6,190.0,356.85,2013,3,雲林縣,31,6.129032258064516,11.511290322580646
義竹分場,21.1,30.9,11.3,206.7,425.24,2013,3,嘉義縣,31,6.66774193548387,13.717419354838709
畜試所,21.8,34.2,11.8,232.0,250.23,2013,3,臺南市,31,7.483870967741935,8.071935483870968
恆春畜試,24.1,32.6,16.5,234.9,613.1,2013,3,屏東縣,31,7.577419354838709,19.77741935483871
高雄農改,23.8,34.7,13.3,206.9,343.83,2013,3,屏東縣,31,6.674193548387097,11.091290322580644
蘭陽分場,19.5,28.9,9.4,125.9,351.66,2013,3,宜蘭縣,31,4.061290322580645,11.343870967741937
花蓮農改,20.2,28.3,11.9,115.5,324.7,2013,3,花蓮縣,31,3.725806451612903,10.474193548387097
斑鳩分場,20.6,36.5,12.2,100.1,223.19,2013,3,台東縣,31,3.229032258064516,7.199677419354838
茶改場,19.3,30.5,11.8,77.5,252.23,2013,4,桃園市,30,2.5833333333333335,8.407666666666666
桃園農改,20.2,29.7,13,61.7,325.11,2013,4,桃園市,30,2.0566666666666666,10.837
五峰站,16.1,25.5,5.4,35.4,114.17,2013,4,新竹縣,30,1.18,3.8056666666666668
苗栗農改,20.8,31.1,13.4,73.7,309.17,2013,4,苗栗縣,30,2.4566666666666666,10.305666666666667
台中農改,21.8,31.1,14.5,91.8,219.76,2013,4,台中市,30,3.06,7.325333333333333
臺大溪頭,16.6,24.8,11,30.5,199.19,2013,4,南投縣,30,1.0166666666666666,6.639666666666667
雲林分場,22.6,33,14.8,103.6,275.33,2013,4,雲林縣,30,3.453333333333333,9.177666666666665
義竹分場,22.5,32.2,14.7,121.7,302.67,2013,4,嘉義縣,30,4.056666666666667,10.089
畜試所,23.2,33,15.1,157.0,,2013,4,臺南市,30,5.233333333333333,
高雄農改,25.1,33.9,17,129.5,273.21,2013,4,屏東縣,30,4.316666666666666,9.107
恆春畜試,24.7,32.4,18.6,162.6,595.91,2013,4,屏東縣,30,5.42,19.863666666666667
蘭陽分場,20,29.4,12.9,66.1,270.32,2013,4,宜蘭縣,30,2.203333333333333,9.010666666666667
花蓮農改,20.6,28.7,14.1,62.7,234.06,2013,4,花蓮縣,30,2.0900000000000003,7.8020000000000005
斑鳩分場,20.9,31.7,14.2,35.1,156.46,2013,4,台東縣,30,1.1700000000000002,5.215333333333334
農業試驗所,22.2,31.3,14.9,90.7,312.26,2013,4,台中市,30,3.0233333333333334,10.408666666666667
桃園農改,25,33.4,13.8,102.4,479.57,2013,5,桃園市,31,3.303225806451613,15.47
茶改場,24.1,33.5,11.7,113.7,402.14,2013,5,桃園市,31,3.667741935483871,12.97225806451613
五峰站,19.8,28.5,12.2,46.3,163.64,2013,5,新竹縣,31,1.493548387096774,5.2787096774193545
苗栗農改,25.6,34,14.5,120.2,429.42,2013,5,苗栗縣,31,3.8774193548387097,13.85225806451613
農業試驗所,26.2,34.4,19.5,123.7,443.47,2013,5,台中市,31,3.990322580645161,14.305483870967743
臺中農改,26.1,33.8,18.4,144.6,310.5,2013,5,彰化縣,31,4.664516129032258,10.016129032258064
臺大溪頭,19.1,27.6,15,48.6,259.2,2013,5,南投縣,31,1.567741935483871,8.361290322580645
雲林分場,26.6,35.8,18.8,158.4,376.52,2013,5,雲林縣,31,5.109677419354839,12.145806451612902
義竹分場,26.5,33.5,18.6,169.1,416.21,2013,5,嘉義縣,31,5.45483870967742,13.426129032258064
畜試所,26.5,35.1,20.8,175.9,226.7,2013,5,臺南市,31,5.674193548387097,7.312903225806451
恆春畜試,26.7,34.1,18.9,157.1,605.92,2013,5,屏東縣,31,5.067741935483871,19.5458064516129
高雄農改,27.2,35.4,21.6,108.4,284.39,2013,5,屏東縣,31,3.4967741935483874,9.173870967741935
蘭陽分場,23.9,32.7,13.5,63.8,335.12,2013,5,宜蘭縣,31,2.0580645161290323,10.810322580645161
花蓮農改,24,32.2,16.1,84.4,312.09,2013,5,花蓮縣,31,2.7225806451612904,10.067419354838709
斑鳩分場,24,33.6,15.8,53.9,209.03,2013,5,台東縣,31,1.738709677419355,6.742903225806452
桃園農改,27.9,33.4,22.7,134.1,570.64,2013,6,桃園市,30,4.47,19.021333333333335
茶改場,27.3,33.3,21.1,199.5,544.53,2013,6,桃園市,30,6.65,18.151
五峰站,22.3,30.5,17.8,90.5,272.53,2013,6,新竹縣,30,3.0166666666666666,9.084333333333332
苗栗農改,28.2,35.1,22.4,178.3,545.71,2013,6,苗栗縣,30,5.943333333333333,18.190333333333335
農業試驗所,28.5,34.9,23.7,144.1,511.78,2013,6,台中市,30,4.803333333333333,17.05933333333333
臺中農改,28.3,34.9,23.8,167.9,329.72,2013,6,彰化縣,30,5.596666666666667,10.990666666666668
臺大溪頭,20.8,29.3,16,76.5,349.19,2013,6,南投縣,30,2.55,11.639666666666667
雲林分場,28.8,36.5,23.2,179.2,405.47,2013,6,雲林縣,30,5.973333333333333,13.515666666666668
義竹分場,28.5,34,23.4,204.3,449.15,2013,6,嘉義縣,30,6.8100000000000005,14.971666666666666
畜試所,28.4,35,22.7,231.2,268.35,2013,6,臺南市,30,7.706666666666666,8.945
恆春畜試,28.9,36.3,23.1,188.4,661.7,2013,6,屏東縣,30,6.28,22.05666666666667
高雄農改,29,36.7,23.1,141.5,394.12,2013,6,屏東縣,30,4.716666666666667,13.137333333333334
蘭陽分場,27.6,37.4,21.5,135.0,485.77,2013,6,宜蘭縣,30,4.5,16.192333333333334
花蓮農改,27,34.8,21.8,148.1,448.34,2013,6,花蓮縣,30,4.9366666666666665,14.944666666666667
斑鳩分場,26.7,35.9,21.6,148.2,329.37,2013,6,台東縣,30,4.9399999999999995,10.979000000000001
茶改場,28.35,35.6,22.85,189.7,467.305,2013,7,桃園市,31,6.119354838709677,15.074354838709677
桃園農改,29.25,36.15,24.45,236.3,711.855,2013,7,桃園市,31,7.622580645161291,22.963064516129034
五峰站,21.5,27.7,17.4,77.6,231.85,2013,7,新竹縣,31,2.5032258064516126,7.479032258064516
苗栗農改,28,35.1,21.2,201.1,569.87,2013,7,苗栗縣,31,6.487096774193549,18.38290322580645
台中農改,28.3,35.1,22.7,192.0,380.17,2013,7,台中市,31,6.193548387096774,12.263548387096774
臺大溪頭,,,,,,2013,7,南投縣,31,,
雲林分場,28.4,37.2,22.3,202.1,429.18,2013,7,雲林縣,31,6.519354838709678,13.84451612903226
義竹分場,28.5,35.3,22.9,217.4,469.24,2013,7,嘉義縣,31,7.012903225806451,15.136774193548387
畜試所,28.2,36.6,22.1,232.2,276.05,2013,7,臺南市,31,7.490322580645161,8.904838709677419
高雄農改,29.4,37.5,23.95,155.4,329.795,2013,7,屏東縣,31,5.012903225806451,10.638548387096774
恆春畜試,28.75,35.5,24.25,191.3,508.13,2013,7,屏東縣,31,6.170967741935484,16.391290322580645
蘭陽分場,28.7,35.45,23.8,220.3,625.8,2013,7,宜蘭縣,31,7.106451612903226,20.187096774193545
花蓮農改,28.2,36.4,22.3,232.8,613.01,2013,7,花蓮縣,31,7.509677419354839,19.774516129032257
斑鳩分場,26.5,34.1,21.5,178.8,370.02,2013,7,台東縣,31,5.767741935483872,11.936129032258064
農業試驗所,27.9,35.5,21.8,190.6,557.63,2013,7,台中市,31,6.148387096774194,17.988064516129032
桃園農改,28.5,33.75,23.5,187.85,585.68,2013,8,桃園市,31,6.059677419354839,18.89290322580645
茶改場,27.6,34.75,22.6,207.5,495.855,2013,8,桃園市,31,6.693548387096774,15.995322580645162
五峰站,21.7,28.5,18.3,62.0,,2013,8,新竹縣,31,2.0,
苗栗農改,27.9,35.8,22.7,163.7,469.81,2013,8,苗栗縣,31,5.280645161290322,15.15516129032258
農業試驗所,28.1,34.9,22.7,188.3,493.43,2013,8,台中市,31,6.074193548387097,15.91709677419355
臺中農改,28.2,35.5,22.7,171.1,332.19,2013,8,彰化縣,31,5.519354838709678,10.715806451612902
臺大溪頭,,,,,,2013,8,南投縣,31,,
雲林分場,28.2,36.3,22.7,180.4,373.59,2013,8,雲林縣,31,5.819354838709677,12.051290322580645
義竹分場,28.1,35,22.6,190.6,388.46,2013,8,嘉義縣,31,6.148387096774194,12.530967741935482
畜試所,27.5,34.5,22.85,191.15,,2013,8,臺南市,31,6.166129032258064,
恆春畜試,27.9,34,23.3,169.6,549.47,2013,8,屏東縣,31,5.470967741935484,17.72483870967742
高雄農改,27.7,35.9,21.9,153.5,309.93,2013,8,屏東縣,31,4.951612903225806,9.997741935483871
蘭陽分場,28.3,35.9,23.8,198.9,555.49,2013,8,宜蘭縣,31,6.416129032258064,17.919032258064515
花蓮農改,28.1,34.5,23.3,199.3,507.09,2013,8,花蓮縣,31,6.429032258064517,16.35774193548387
斑鳩分場,26.3,33.4,22.1,137.8,304.48,2013,8,台東縣,31,4.445161290322581,9.821935483870968
茶改場,26.45,35.15,19.55,208.65,477.855,2013,9,桃園市,30,6.955,15.928500000000001
桃園農改,27.3,35.05,20.25,218.7,536.225,2013,9,桃園市,30,7.29,17.874166666666667
五峰站,20.6,30.4,14.6,77.9,193.9,2013,9,新竹縣,30,2.5966666666666667,6.463333333333334
苗栗農改,26.3,35.5,18.7,200.4,493.92,2013,9,苗栗縣,30,6.680000000000001,16.464000000000002
台中農改,27.6,34.3,17.2,190.2,325.28,2013,9,台中市,30,6.34,10.842666666666666
臺大溪頭,45.3,,0,0.0,,2013,9,南投縣,30,0.0,
雲林分場,27.7,35.7,20.4,210.6,400.33,2013,9,雲林縣,30,7.02,13.344333333333333
義竹分場,27.5,33.6,21.5,217.9,399.21,2013,9,嘉義縣,30,7.263333333333334,13.306999999999999
畜試所,27.3,34.6,21.1,212.5,225.03,2013,9,臺南市,30,7.083333333333333,7.501
高雄農改,27.6,35.6,21,163.7,325.77,2013,9,屏東縣,30,5.456666666666666,10.859
恆春畜試,27.7,36.6,23,208.0,619.0,2013,9,屏東縣,30,6.933333333333334,20.633333333333333
蘭陽分場,25.6,34.7,19.9,153.9,433.62,2013,9,宜蘭縣,30,5.13,14.454
花蓮農改,26.2,32.5,19.7,164.0,431.94,2013,9,花蓮縣,30,5.466666666666667,14.398
斑鳩分場,25.4,33.5,18.2,153.1,297.47,2013,9,台東縣,30,5.1033333333333335,9.915666666666668
農業試驗所,27.4,34.4,20.5,226.2,500.98,2013,9,台中市,30,7.54,16.699333333333335
桃園農改,23.35,31.75,16.55,219.55,502.76,2013,10,桃園市,31,7.08225806451613,16.218064516129033
五峰站,16.7,25.3,7.4,80.7,168.4,2013,10,新竹縣,31,2.603225806451613,5.432258064516129
台中農改,24.6,33.7,15.5,237.4,341.87,2013,10,台中市,31,7.658064516129032,11.028064516129032
雲林分場,24.5,34.6,14.7,248.8,384.09,2013,10,雲林縣,31,8.025806451612903,12.389999999999999
義竹分場,24.6,33.9,14.6,255.3,395.6,2013,10,嘉義縣,31,8.235483870967743,12.761290322580646
高雄農改,25.7,34.9,16.9,183.9,324.59,2013,10,屏東縣,31,5.932258064516129,10.470645161290323
斑鳩分場,23.1,33.3,14.2,140.3,256.84,2013,10,台東縣,31,4.525806451612904,8.28516129032258
花蓮農改,23.8,32.9,14.9,148.2,354.47,2013,10,花蓮縣,31,4.780645161290322,11.434516129032259
蘭陽分場,23,32.1,17.5,93.0,289.04,2013,10,宜蘭縣,31,3.0,9.323870967741936
茶改場,22,32.6,15.5,175.8,447.515,2013,10,桃園市,31,5.670967741935484,14.435967741935483
畜試所,24.6,34.2,15.3,247.4,,2013,10,臺南市,31,7.980645161290322,
恆春畜試,26.1,33.3,21,241.5,642.35,2013,10,屏東縣,31,7.790322580645161,20.720967741935485
農業試驗所,24.6,34.1,15.1,272.2,516.98,2013,10,台中市,31,8.780645161290321,16.676774193548386
苗栗農改,23.1,34.1,12.7,224.9,507.08,2013,10,苗栗縣,31,7.254838709677419,16.357419354838708
臺大溪頭,,,,,,2013,10,南投縣,31,,
桃園農改,*21.1,*31.8,*13.8,,,2013,11,桃園市,30,,
茶改場,19.75,30,13.2,,,2013,11,桃園市,30,,
五峰站,15.4,26.2,2.3,70.5,138.63,2013,11,新竹縣,30,2.35,4.6209999999999996
苗栗農改,20,31.3,5.8,131.8,,2013,11,苗栗縣,30,4.3933333333333335,
農業試驗所,21.6,33.2,8.3,176.7,344.41,2013,11,台中市,30,5.89,11.480333333333334
臺中農改,*21.4,*31.9,*8.2,,,2013,11,彰化縣,30,,
臺大溪頭,19.7,32.8,7,99.2,338.1,2013,11,南投縣,30,3.3066666666666666,11.270000000000001
雲林分場,21.6,32.5,7.8,147.0,257.51,2013,11,雲林縣,30,4.9,8.583666666666666
義竹分場,21.6,31,7,167.2,267.93,2013,11,嘉義縣,30,5.573333333333333,8.931000000000001
畜試所,22,31.7,8.7,171.6,166.73,2013,11,臺南市,30,5.72,5.557666666666666
恆春畜試,23.9,30.7,16.7,180.5,,2013,11,屏東縣,30,6.016666666666667,
高雄農改,23.3,32.3,10.7,134.7,232.32,2013,11,屏東縣,30,4.489999999999999,7.744
蘭陽分場,19.9,29.4,10.7,74.6,211.36,2013,11,宜蘭縣,30,2.4866666666666664,7.045333333333334
花蓮農改,20.9,30.3,11.2,78.7,223.42,2013,11,花蓮縣,30,2.6233333333333335,7.447333333333333
斑鳩分場,20.5,30.2,9.8,64.1,172.22,2013,11,台東縣,30,2.1366666666666663,5.740666666666667
茶改場,15.05,25.2,7.1,,,2013,12,桃園市,31,,
桃園農改,*15.0,*28.3,*7.4,,,2013,12,桃園市,31,,
五峰站,10.5,22.2,0.8,48.1,106.19,2013,12,新竹縣,31,1.5516129032258066,3.4254838709677418
苗栗農改,14.9,26.8,4.4,96.3,256.07,2013,12,苗栗縣,31,3.106451612903226,8.26032258064516
台中農改,16.6,27.8,9.3,114.9,198.87,2013,12,台中市,31,3.706451612903226,6.4151612903225805
臺大溪頭,15.7,*27.1,*8.0,88.6,,2013,12,南投縣,31,2.858064516129032,
雲林分場,16.9,28.5,6.9,147.3,241.91,2013,12,雲林縣,31,4.751612903225807,7.803548387096774
義竹分場,16.8,28.4,6.4,159.0,256.03,2013,12,嘉義縣,31,5.129032258064516,8.259032258064515
畜試所,17.3,28.7,6.6,172.2,,2013,12,臺南市,31,5.554838709677419,
高雄農改,*18.9,*29.6,*8.6,,,2013,12,屏東縣,31,,
恆春畜試,20.8,30.1,15,117.5,360.98,2013,12,屏東縣,31,3.7903225806451615,11.644516129032258
蘭陽分場,15.8,26,9.6,38.5,126.76,2013,12,宜蘭縣,31,1.2419354838709677,4.089032258064516
花蓮農改,17.4,26.7,9.9,61.1,178.17,2013,12,花蓮縣,31,1.9709677419354839,5.747419354838709
斑鳩分場,17,28,7.7,62.0,151.13,2013,12,台東縣,31,2.0,4.8751612903225805
農業試驗所,16.7,28.4,7.7,151.0,303.63,2013,12,台中市,31,4.870967741935484,9.794516129032258
茶改場,14.4,24.7,7.1,192.6,330.99,2014,1,桃園市,31,6.212903225806452,10.677096774193549
桃園農改,14.8,24.2,5.4,177.5,364.21,2014,1,桃園市,31,5.725806451612903,11.748709677419354
五峰站,9.5,19.7,0.1,100.1,181.02,2014,1,新竹縣,31,3.229032258064516,5.839354838709678
苗栗農改,14.3,26.1,3.2,193.0,395.08,2014,1,苗栗縣,31,6.225806451612903,12.744516129032258
台中農改,16.35,26.45,7.15,167.55,252.06,2014,1,台中市,31,5.40483870967742,8.130967741935484
臺大溪頭,,,,139.5,398.5,2014,1,南投縣,31,4.5,12.85483870967742
雲林分場,16,27.3,5.2,241.2,,2014,1,雲林縣,31,7.780645161290322,
義竹分場,15.9,27.2,0,253.1,399.69,2014,1,嘉義縣,31,8.164516129032258,12.893225806451612
畜試所,16.4,28.4,5.9,261.8,409.39,2014,1,臺南市,31,8.44516129032258,13.206129032258064
高雄農改,18,29.9,7.2,204.4,305.13,2014,1,屏東縣,31,6.593548387096774,9.84290322580645
恆春畜試,20.4,29.1,15.1,214.2,508.95,2014,1,屏東縣,31,6.909677419354838,16.41774193548387
蘭陽分場,16,25.7,9.1,121.0,268.94,2014,1,宜蘭縣,31,3.903225806451613,8.675483870967742
花蓮農改,16.7,26,7.3,117.7,270.49,2014,1,花蓮縣,31,3.796774193548387,8.725483870967743
斑鳩分場,16.3,26.3,7.5,114.3,198.85,2014,1,台東縣,31,3.6870967741935483,6.414516129032258
農業試驗所,15.7,26.8,5.5,,429.31,2014,1,台中市,31,,13.848709677419356
茶改場,14.1,25.7,5.1,110.0,240.43,2014,2,桃園市,28,3.9285714285714284,8.586785714285714
桃園農改,15,27.8,8.1,102.5,275.01,2014,2,桃園市,28,3.6607142857142856,9.821785714285713
五峰站,10.6,21.5,0.3,68.7,159.34,2014,2,新竹縣,28,2.4535714285714287,5.690714285714286
苗栗農改,14.9,27.4,3.7,114.1,306.94,2014,2,苗栗縣,28,4.075,10.962142857142856
台中農改,16.6,28.8,6.5,132.7,231.37,2014,2,台中市,28,4.739285714285714,8.263214285714286
臺大溪頭,,,,77.2,308.6,2014,2,南投縣,28,2.757142857142857,11.021428571428572
雲林分場,17.2,29.9,5.3,135.6,268.19,2014,2,雲林縣,28,4.8428571428571425,9.578214285714285
義竹分場,17.2,28.2,5.5,171.5,299.5,2014,2,嘉義縣,28,6.125,10.696428571428571
畜試所,17.8,30.2,6.3,175.2,291.7,2014,2,臺南市,28,6.257142857142857,10.417857142857143
高雄農改,19.5,31,8.5,148.2,,2014,2,屏東縣,28,5.292857142857143,
恆春畜試,20.9,29.5,15,150.9,437.78,2014,2,屏東縣,28,5.389285714285714,15.635
蘭陽分場,16.4,26.6,9.3,77.5,215.77,2014,2,宜蘭縣,28,2.767857142857143,7.706071428571429
花蓮農改,17.2,26.1,10.1,50.3,171.42,2014,2,花蓮縣,28,1.7964285714285713,6.122142857142856
斑鳩分場,16.7,26.5,8.8,45.4,131.06,2014,2,台東縣,28,1.6214285714285714,4.680714285714286
農業試驗所,16.9,29.8,6.2,159.5,341.2,2014,2,台中市,28,5.696428571428571,12.185714285714285
桃園農改,17.2,29.1,10.7,92.7,334.95,2014,3,桃園市,31,2.990322580645161,10.80483870967742
茶改場,16.6,30.5,9.5,111.8,285.35,2014,3,桃園市,31,3.606451612903226,9.20483870967742
五峰站,13,26.1,5.1,41.5,111.6,2014,3,新竹縣,31,1.3387096774193548,3.5999999999999996
苗栗農改,17.7,32.4,10.5,100.4,315.78,2014,3,苗栗縣,31,3.238709677419355,10.186451612903225
農業試驗所,19.9,32.2,13,157.9,379.08,2014,3,台中市,31,5.093548387096774,12.228387096774194
臺中農改,19.3,32.6,12.5,120.8,248.9,2014,3,彰化縣,31,3.896774193548387,8.029032258064516
臺大溪頭,16,26.8,10.3,74.3,,2014,3,南投縣,31,2.396774193548387,
雲林分場,20,32.8,12.5,146.2,,2014,3,雲林縣,31,4.716129032258064,
義竹分場,20,31.8,12.2,186.3,306.11,2014,3,嘉義縣,31,6.009677419354839,9.874516129032259
畜試所,20.9,34.1,13.6,199.7,337.985,2014,3,臺南市,31,6.441935483870967,10.90274193548387
恆春畜試,22.1,33.9,16.2,186.2,572.95,2014,3,屏東縣,31,6.006451612903225,18.48225806451613
高雄農改,22.2,33.9,14.6,164.7,288.24,2014,3,屏東縣,31,5.312903225806451,9.298064516129033
蘭陽分場,18,30.1,9.8,82.4,255.34,2014,3,宜蘭縣,31,2.6580645161290324,8.236774193548387
花蓮農改,18.6,29.8,11.1,59.4,199.87,2014,3,花蓮縣,31,1.9161290322580644,6.4474193548387095
斑鳩分場,18.3,30.7,12,26.0,137.93,2014,3,台東縣,31,0.8387096774193549,4.449354838709677
桃園農改,*21.2,*29.2,*13.1,,,2014,4,桃園市,30,,
茶改場,20.4,28.9,12.9,144.9,381.26,2014,4,桃園市,30,4.83,12.708666666666666
五峰站,16.8,25.8,10.7,60.8,167.56,2014,4,新竹縣,30,2.0266666666666664,5.585333333333334
苗栗農改,21.9,31.3,14.5,139.2,434.22,2014,4,苗栗縣,30,4.64,14.474
農業試驗所,23.8,31.6,16.5,177.8,455.43,2014,4,台中市,30,5.926666666666667,15.181000000000001
臺中農改,23.3,30.6,15.8,160.3,315.54,2014,4,彰化縣,30,5.343333333333334,10.518
臺大溪頭,18.8,28.8,12.3,57.7,320.9,2014,4,南投縣,30,1.9233333333333333,10.696666666666665
雲林分場,23.7,32.3,15.7,161.5,350.12,2014,4,雲林縣,30,5.383333333333334,11.670666666666667
義竹分場,23.2,33.25,13.05,192.1,323.02,2014,4,嘉義縣,30,6.403333333333333,10.767333333333333
畜試所,24.4,33.2,16.9,199.7,,2014,4,臺南市,30,6.656666666666666,
恆春畜試,24.8,32.4,19,180.5,613.49,2014,4,屏東縣,30,6.016666666666667,20.449666666666666
高雄農改,25.5,33.8,18,178.4,297.04,2014,4,屏東縣,30,5.946666666666667,9.901333333333334
蘭陽分場,21.5,29.9,15.1,91.7,309.21,2014,4,宜蘭縣,30,3.0566666666666666,10.306999999999999
花蓮農改,21.7,29.3,15.5,68.8,222.88,2014,4,花蓮縣,30,2.2933333333333334,7.429333333333333
斑鳩分場,21.2,29.6,15.5,40.7,185.28,2014,4,台東縣,30,1.3566666666666667,6.176
茶改場,24.3,33.85,14.25,116.3,393.86,2014,5,桃園市,31,3.7516129032258063,12.70516129032258
桃園農改,*24.7,*31.7,*18.5,,,2014,5,桃園市,31,,
五峰站,19.6,28.7,12.3,36.3,137.16,2014,5,新竹縣,31,1.1709677419354838,4.424516129032258
苗栗農改,25.2,34.5,14.4,86.9,363.94,2014,5,苗栗縣,31,2.803225806451613,11.74
台中農改,25.7,33.8,16.2,102.9,255.56,2014,5,台中市,31,3.3193548387096774,8.243870967741936
臺大溪頭,,,,49.1,326.1,2014,5,南投縣,31,1.5838709677419356,10.519354838709678
雲林分場,26,34.2,16.3,132.5,329.05,2014,5,雲林縣,31,4.274193548387097,10.614516129032259
義竹分場,26.1,33.3,16.2,155.6,350.155,2014,5,嘉義縣,31,5.019354838709678,11.295322580645161
畜試所,26.85,35.25,21.5,192.8,352.715,2014,5,臺南市,31,6.219354838709678,11.37790322580645
高雄農改,27.6,35.95,22.4,155.6,357.225,2014,5,屏東縣,31,5.019354838709678,11.523387096774194
恆春畜試,27.4,35.9,22.5,160.5,608.6,2014,5,屏東縣,31,5.17741935483871,19.63225806451613
蘭陽分場,23.8,32.4,15,98.8,338.48,2014,5,宜蘭縣,31,3.1870967741935483,10.918709677419356
花蓮農改,24.3,36.1,17.3,77.5,280.37,2014,5,花蓮縣,31,2.5,9.044193548387097
斑鳩分場,24.5,35.7,17.5,63.3,219.55,2014,5,台東縣,31,2.041935483870968,7.08225806451613
農業試驗所,25.6,33.5,16.3,81.4,352.1,2014,5,台中市,31,2.6258064516129034,11.358064516129033
茶改場,26.4,33.1,21.1,160.9,445.21,2014,6,桃園市,30,5.363333333333333,14.840333333333332
桃園農改,27.3,33.8,22.2,,533.48,2014,6,桃園市,30,,17.782666666666668
五峰站,21.8,31.3,17.5,48.5,165.85,2014,6,新竹縣,30,1.6166666666666667,5.528333333333333
苗栗農改,27.7,34.7,21.6,135.1,455.99,2014,6,苗栗縣,30,4.503333333333333,15.199666666666667
台中農改,28.4,34.9,23,172.2,339.95,2014,6,台中市,30,5.739999999999999,11.331666666666667
臺大溪頭,,,,,,2014,6,南投縣,30,,
雲林分場,28.8,36.6,23.5,194.7,419.51,2014,6,雲林縣,30,6.489999999999999,13.983666666666666
義竹分場,28.3,34.3,23.1,189.0,408.65,2014,6,嘉義縣,30,6.3,13.621666666666666
畜試所,28.4,35.7,23.5,197.4,476.57,2014,6,臺南市,30,6.58,15.885666666666667
高雄農改,29.65,37.1,23.65,,493.57,2014,6,屏東縣,30,,16.452333333333332
恆春畜試,28.3,35.3,23.6,150.1,587.74,2014,6,屏東縣,30,5.003333333333333,19.591333333333335
蘭陽分場,26.8,33.7,21.6,136.5,446.67,2014,6,宜蘭縣,30,4.55,14.889000000000001
花蓮農改,27.2,33.9,22,124.5,397.5,2014,6,花蓮縣,30,4.15,13.25
斑鳩分場,26.4,37.1,20.9,76.2,208.59,2014,6,台東縣,30,2.54,6.953
農業試驗所,28.3,36,23.1,140.4,501.78,2014,6,台中市,30,4.680000000000001,16.726
茶改場,28.8,35.9,23.2,111.0,291.0,2014,7,桃園市,31,3.5806451612903225,9.387096774193548
桃園農改,29.6,36.3,24.3,231.1,707.32,2014,7,桃園市,31,7.45483870967742,22.81677419354839
五峰站,22.6,*30.0,*19.0,,,2014,7,新竹縣,31,,
苗栗農改,29.4,36.2,24.2,206.0,574.44,2014,7,苗栗縣,31,6.645161290322581,18.530322580645162
台中農改,30.1,36.7,24.1,209.4,385.3,2014,7,台中市,31,6.754838709677419,12.429032258064517
臺大溪頭,,,,,,2014,7,南投縣,31,,
雲林分場,30,37.8,23.9,235.7,457.57,2014,7,雲林縣,31,7.603225806451612,14.76032258064516
義竹分場,28.6,35.5,22.5,225.4,,2014,7,嘉義縣,31,7.270967741935484,
畜試所,29.4,37.1,24,244.2,535.94,2014,7,臺南市,31,7.877419354838709,17.288387096774194
高雄農改,29.5,36.8,23.6,148.7,280.16,2014,7,屏東縣,31,4.796774193548386,9.037419354838711
恆春畜試,29.5,35.8,25.2,209.6,687.51,2014,7,屏東縣,31,6.761290322580645,22.17774193548387
蘭陽分場,29.1,36.2,23.9,248.4,687.19,2014,7,宜蘭縣,31,8.012903225806452,22.16741935483871
花蓮農改,28.9,34.6,23.3,242.5,599.46,2014,7,花蓮縣,31,7.82258064516129,19.337419354838712
斑鳩分場,27.9,37.5,21.9,99.8,194.93,2014,7,台東縣,31,3.2193548387096773,6.288064516129032
農業試驗所,29.8,36.3,24,200.5,581.86,2014,7,台中市,31,6.467741935483871,18.76967741935484
桃園農改,29.1,34.5,23.3,238.5,660.11,2014,8,桃園市,31,7.693548387096774,21.293870967741935
茶改場,28.5,34.9,22.3,225.6,526.99,2014,8,桃園市,31,7.27741935483871,16.99967741935484
五峰站,21.6,29.5,17.95,62.0,,2014,8,新竹縣,31,2.0,
苗栗農改,28.9,36,22.7,208.4,555.14,2014,8,苗栗縣,31,6.72258064516129,17.90774193548387
農業試驗所,27.95,35,22.9,163.4,463.46,2014,8,台中市,31,5.270967741935484,14.95032258064516
臺中農改,28.9,35,23.3,209.4,391.52,2014,8,彰化縣,31,6.754838709677419,12.629677419354838
臺大溪頭,,,,,,2014,8,南投縣,31,,
