站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區,days_in_month,平均每日日照時數,平均每日日射量
畜試所,25.8,34.2,19.3,143.9,331.52,2002,10,臺南市,31,4.641935483870968,10.694193548387096
恆春畜試,26.7,32.1,22.2,224.3,574.15,2002,10,屏東縣,31,7.235483870967743,18.520967741935483
高雄農改,26.7,34.7,20.9,134.1,285.71,2002,10,屏東縣,31,4.325806451612903,9.216451612903224
蘭陽分場,23.5,31.7,17.8,86.7,267.03,2002,10,宜蘭縣,31,2.796774193548387,8.613870967741935
花蓮農改,24,32.2,19.2,96.8,306.22,2002,10,花蓮縣,31,3.1225806451612903,9.878064516129033
斑鳩分場,23.5,31.7,18.1,98.2,240.02,2002,10,台東縣,31,3.167741935483871,7.742580645161291
桃園農改,19.5,27.6,12.8,134.2,233.02,2002,11,桃園市,30,4.473333333333333,7.767333333333334
茶改場,18.8,28.6,11.2,118.7,165.97,2002,11,桃園市,30,3.9566666666666666,5.532333333333333
五峰站,14.2,23,5.6,81.6,242.06,2002,11,新竹縣,30,2.7199999999999998,8.068666666666667
苗栗農改,18.9,32.1,8.8,,320.43,2002,11,苗栗縣,30,,10.681000000000001
農業試驗所,21.2,31.5,11.5,158.8,273.58,2002,11,台中市,30,5.293333333333334,9.119333333333334
臺中農改,21.3,31.4,12.7,194.7,260.97,2002,11,彰化縣,30,6.489999999999999,8.699000000000002
臺大溪頭,15.2,26,8.5,,277.1,2002,11,南投縣,30,,9.236666666666668
雲林分場,20.7,32.2,10.4,161.4,284.68,2002,11,雲林縣,30,5.38,9.489333333333333
義竹分場,21.8,33.5,11.4,,418.49,2002,11,嘉義縣,30,,13.949666666666667
畜試所,21.9,31.9,12.6,146.4,294.27,2002,11,臺南市,30,4.88,9.809
恆春畜試,24.2,31.6,19.1,180.0,439.345,2002,11,屏東縣,30,6.0,14.644833333333334
高雄農改,23.7,32.4,15.6,135.4,265.33,2002,11,屏東縣,30,4.513333333333334,8.844333333333333
蘭陽分場,19.6,29.4,13.4,72.6,196.7,2002,11,宜蘭縣,30,2.42,6.556666666666667
花蓮農改,20.8,29,12.6,59.9,216.09,2002,11,花蓮縣,30,1.9966666666666666,7.203
斑鳩分場,20.4,30.2,12.9,69.4,173.5,2002,11,台東縣,30,2.3133333333333335,5.783333333333333
桃園農改,17.5,30.7,10.7,111.3,200.17,2002,12,桃園市,31,3.5903225806451613,6.457096774193548
茶改場,16.9,28.2,9.1,109.4,148.05,2002,12,桃園市,31,3.5290322580645164,4.775806451612904
五峰站,12.6,24.4,3.5,90.3,234.96,2002,12,新竹縣,31,2.9129032258064513,7.579354838709678
苗栗農改,17.4,31.3,8.7,,267.24,2002,12,苗栗縣,31,,8.620645161290323
農業試驗所,18.8,32.7,8.1,142.6,237.77,2002,12,台中市,31,4.6,7.67
臺中農改,20.2,36.5,11.1,174.9,222.52,2002,12,彰化縣,31,5.641935483870968,7.178064516129033
臺大溪頭,13.5,25.4,5.7,,257.07,2002,12,南投縣,31,,8.29258064516129
雲林分場,18.6,32.8,9.7,133.8,259.24,2002,12,雲林縣,31,4.316129032258065,8.362580645161291
義竹分場,19.1,33.4,9.7,,357.93,2002,12,嘉義縣,31,,11.546129032258065
畜試所,19.6,31.8,10.9,129.6,240.5,2002,12,臺南市,31,4.180645161290323,7.758064516129032
恆春畜試,21.55,28,15.6,158.85,422.645,2002,12,屏東縣,31,5.124193548387097,13.633709677419354
高雄農改,21.3,31.5,13.6,112.6,220.94,2002,12,屏東縣,31,3.6322580645161286,7.127096774193548
蘭陽分場,18.1,28.5,10.9,88.5,202.4,2002,12,宜蘭縣,31,2.8548387096774195,6.529032258064516
花蓮農改,19.4,30.6,10.9,76.3,224.35,2002,12,花蓮縣,31,2.4612903225806453,7.237096774193549
斑鳩分場,18.8,28.7,12.3,63.1,154.31,2002,12,台東縣,31,2.035483870967742,4.977741935483871
茶改場,14,25,7.8,170.4,198.46,2003,1,桃園市,31,5.496774193548387,6.401935483870968
桃園農改,14.5,24,8.1,163.2,253.75,2003,1,桃園市,31,5.264516129032257,8.185483870967742
五峰站,9.9,19.6,2.7,113.3,284.57,2003,1,新竹縣,31,3.6548387096774193,9.179677419354839
苗栗農改,14,26.2,4.4,,332.07,2003,1,苗栗縣,31,,10.711935483870967
台中農改,15.7,27.5,7.4,199.7,260.56,2003,1,台中市,31,6.441935483870967,8.40516129032258
臺大溪頭,,,,,,2003,1,南投縣,31,,
雲林分場,15.6,29.6,6.6,168.6,289.3,2003,1,雲林縣,31,5.438709677419355,9.332258064516129
義竹分場,15.9,28.3,7.3,,422.69,2003,1,嘉義縣,31,,13.63516129032258
畜試所,16.5,28.8,8.1,158.6,284.28,2003,1,臺南市,31,5.116129032258065,9.170322580645161
高雄農改,18.8,27.7,11.7,170.2,271.23,2003,1,屏東縣,31,5.490322580645161,8.749354838709678
恆春畜試,20.2,27.8,15.7,,,2003,1,屏東縣,31,,
蘭陽分場,15.4,25.3,7.5,58.9,186.77,2003,1,宜蘭縣,31,1.9,6.02483870967742
花蓮農改,16.5,26.2,11.5,,164.29,2003,1,花蓮縣,31,,5.299677419354839
斑鳩分場,16,25.1,9.9,65.9,157.06,2003,1,台東縣,31,2.1258064516129034,5.066451612903226
農業試驗所,15.8,28.5,6.9,182.1,274.52,2003,1,台中市,31,5.874193548387097,8.855483870967742
茶改場,15.5,28,9.1,99.0,161.13,2003,2,桃園市,28,3.5357142857142856,5.754642857142857
桃園農改,15.8,27.7,7.9,88.7,199.47,2003,2,桃園市,28,3.167857142857143,7.123928571428571
五峰站,12.4,23.4,4.1,101.6,292.64,2003,2,新竹縣,28,3.6285714285714286,10.45142857142857
苗栗農改,16.6,30.2,5.6,,300.53,2003,2,苗栗縣,28,,10.733214285714284
台中農改,18.2,28.7,9.1,183.4,270.78,2003,2,台中市,28,6.55,9.670714285714284
臺大溪頭,13,22.8,6.4,,278.15,2003,2,南投縣,28,,9.93392857142857
雲林分場,18.4,31.5,8.3,145.3,305.23,2003,2,雲林縣,28,5.189285714285715,10.901071428571429
義竹分場,18.8,29.5,8.6,,440.63,2003,2,嘉義縣,28,,15.736785714285714
畜試所,19.3,31.1,8.5,157.2,305.16,2003,2,臺南市,28,5.614285714285714,10.89857142857143
高雄農改,21.1,31.6,12.1,159.0,283.77,2003,2,屏東縣,28,5.678571428571429,10.134642857142856
恆春畜試,22.1,28.7,16,163.1,438.23,2003,2,屏東縣,28,5.825,15.651071428571429
蘭陽分場,17.4,26.6,10.7,92.4,238.77,2003,2,宜蘭縣,28,3.3000000000000003,8.5275
花蓮農改,18.3,27.6,9.4,,240.1,2003,2,花蓮縣,28,,8.575
斑鳩分場,18,28.7,9,54.1,154.8,2003,2,台東縣,28,1.9321428571428572,5.528571428571429
農業試驗所,18.6,29.5,8.2,152.0,279.5,2003,2,台中市,28,5.428571428571429,9.982142857142858
桃園農改,17,28.7,10.7,105.6,254.27,2003,3,桃園市,31,3.4064516129032256,8.20225806451613
茶改場,16.3,30.2,9.3,104.9,188.0,2003,3,桃園市,31,3.383870967741936,6.064516129032258
五峰站,12.9,26.3,3.2,69.2,274.87,2003,3,新竹縣,31,2.232258064516129,8.866774193548387
苗栗農改,17.7,32.6,7.9,,351.55,2003,3,苗栗縣,31,,11.34032258064516
農業試驗所,19.6,32.6,11,129.1,303.59,2003,3,台中市,31,4.164516129032258,9.793225806451613
臺中農改,19.2,31.2,11.9,183.1,299.05,2003,3,彰化縣,31,5.906451612903226,9.646774193548387
臺大溪頭,14.1,25.1,6.6,,279.96,2003,3,南投縣,31,,9.030967741935482
雲林分場,19.4,33.5,9.7,132.3,341.16,2003,3,雲林縣,31,4.267741935483872,11.005161290322581
義竹分場,19.7,32.4,9.9,,459.39,2003,3,嘉義縣,31,,14.819032258064516
畜試所,20.5,33.7,10.2,122.6,337.0,2003,3,臺南市,31,3.954838709677419,10.870967741935484
恆春畜試,22.6,29.5,16.2,170.1,534.66,2003,3,屏東縣,31,5.487096774193549,17.247096774193547
高雄農改,22.3,30.9,13.5,144.6,320.6,2003,3,屏東縣,31,4.664516129032258,10.341935483870968
蘭陽分場,17.8,28.9,10.8,79.4,280.6,2003,3,宜蘭縣,31,2.5612903225806454,9.051612903225807
花蓮農改,18.8,29.4,12.5,56.4,238.66,2003,3,花蓮縣,31,1.8193548387096774,7.698709677419354
斑鳩分場,18.4,29.1,10.9,45.5,166.85,2003,3,台東縣,31,1.467741935483871,5.382258064516129
茶改場,21.7,32,13.5,133.7,248.68,2003,4,桃園市,30,4.456666666666666,8.289333333333333
桃園農改,22.2,32.5,14.9,121.7,324.74,2003,4,桃園市,30,4.056666666666667,10.824666666666667
五峰站,18.2,28.7,9.5,109.3,356.8,2003,4,新竹縣,30,3.643333333333333,11.893333333333334
苗栗農改,22.7,32.8,14.7,,368.27,2003,4,苗栗縣,30,,12.275666666666666
台中農改,23.7,31.2,16.2,167.3,299.77,2003,4,台中市,30,5.576666666666667,9.992333333333333
臺大溪頭,17.7,25.5,12.9,,287.16,2003,4,南投縣,30,,9.572000000000001
雲林分場,24.3,37.7,16.4,100.6,320.5,2003,4,雲林縣,30,3.353333333333333,10.683333333333334
義竹分場,24,31.4,16.6,,457.78,2003,4,嘉義縣,30,,15.259333333333332
畜試所,24.7,33.2,16.7,96.9,318.54,2003,4,臺南市,30,3.23,10.618
高雄農改,25.9,32.8,19.4,114.0,313.42,2003,4,屏東縣,30,3.8,10.447333333333335
恆春畜試,25.9,31.7,20,144.5,582.23,2003,4,屏東縣,30,4.816666666666666,19.407666666666668
蘭陽分場,23.7,37.5,15.4,96.6,342.15,2003,4,宜蘭縣,30,3.2199999999999998,11.405
花蓮農改,23.1,30.6,16.1,85.2,327.35,2003,4,花蓮縣,30,2.8400000000000003,10.911666666666667
斑鳩分場,22.7,31.7,15.5,66.7,226.34,2003,4,台東縣,30,2.2233333333333336,7.544666666666667
農業試驗所,24.1,36.3,16.5,70.0,304.25,2003,4,台中市,30,2.3333333333333335,10.141666666666667
茶改場,24.7,36,17.4,161.1,302.32,2003,5,桃園市,31,5.196774193548387,9.752258064516129
桃園農改,24.2,32.1,18.4,124.9,373.83,2003,5,桃園市,31,4.029032258064516,12.059032258064516
五峰站,19.7,30,13.5,106.8,428.83,2003,5,新竹縣,31,3.4451612903225803,13.833225806451612
苗栗農改,26.1,34.95,18.15,,526.765,2003,5,苗栗縣,31,,16.99241935483871
台中農改,25.9,34.2,19.8,232.3,393.95,2003,5,台中市,31,7.493548387096775,12.708064516129031
臺大溪頭,19.3,26.7,14.4,,305.64,2003,5,南投縣,31,,9.859354838709677
雲林分場,25.9,34.8,19.5,175.5,510.79,2003,5,雲林縣,31,5.661290322580645,16.477096774193548
義竹分場,26.4,34.7,19.8,,623.38,2003,5,嘉義縣,31,,20.109032258064516
畜試所,27.2,36.4,19.8,169.9,407.97,2003,5,臺南市,31,5.480645161290322,13.160322580645163
高雄農改,27.7,34.2,21.9,129.9,349.07,2003,5,屏東縣,31,4.190322580645161,11.26032258064516
恆春畜試,27.2,33.4,22.7,125.8,646.03,2003,5,屏東縣,31,4.058064516129032,20.83967741935484
蘭陽分場,26.3,37,19.4,91.3,380.05,2003,5,宜蘭縣,31,2.9451612903225803,12.259677419354839
花蓮農改,24.5,31.4,19.2,54.9,320.35,2003,5,花蓮縣,31,1.770967741935484,10.333870967741936
斑鳩分場,24,33.1,18.2,52.2,220.33,2003,5,台東縣,31,1.6838709677419357,7.10741935483871
農業試驗所,26,33.6,19.5,164.9,398.33,2003,5,台中市,31,5.319354838709677,12.849354838709678
桃園農改,26.2,32.5,19.1,135.4,415.68,2003,6,桃園市,30,4.513333333333334,13.856
茶改場,27.3,36.7,18.2,150.1,307.97,2003,6,桃園市,30,5.003333333333333,10.265666666666668
五峰站,21,30.3,15.7,111.1,419.7,2003,6,新竹縣,30,3.703333333333333,13.99
苗栗農改,26.6,35.3,18.8,,492.0,2003,6,苗栗縣,30,,16.4
農業試驗所,27.1,35.6,20.8,150.7,365.23,2003,6,台中市,30,5.0233333333333325,12.174333333333333
臺中農改,27.2,34.5,21.5,233.3,391.67,2003,6,彰化縣,30,7.776666666666667,13.055666666666667
臺大溪頭,19.9,28.9,14.8,,315.35,2003,6,南投縣,30,,10.511666666666667
雲林分場,27.1,35.5,20.7,,412.23,2003,6,雲林縣,30,,13.741000000000001
義竹分場,27.3,33.8,22,,568.23,2003,6,嘉義縣,30,,18.941
畜試所,27.6,35.4,21.8,161.6,370.82,2003,6,臺南市,30,5.386666666666667,12.360666666666667
恆春畜試,28,34.15,22.4,147.05,627.65,2003,6,屏東縣,30,4.901666666666667,20.921666666666667
高雄農改,27.6,34.9,23.1,152.4,356.51,2003,6,屏東縣,30,5.08,11.883666666666667
蘭陽分場,26.6,35.8,18.7,110.1,430.89,2003,6,宜蘭縣,30,3.67,14.363
花蓮農改,26.2,32.7,18.3,123.4,436.88,2003,6,花蓮縣,30,4.113333333333333,14.562666666666667
斑鳩分場,25.4,34.7,19.2,94.1,307.0,2003,6,台東縣,30,3.1366666666666663,10.233333333333333
茶改場,29.2,37.8,22.5,279.8,384.47,2003,7,桃園市,31,9.025806451612903,12.402258064516129
桃園農改,*29.3,*34.6,*24.7,,,2003,7,桃園市,31,,
五峰站,22.9,30.4,18,169.5,548.3,2003,7,新竹縣,31,5.467741935483871,17.687096774193545
苗栗農改,29.9,38.2,22.6,,620.67,2003,7,苗栗縣,31,,20.021612903225805
台中農改,29.9,36.8,22.5,278.9,445.37,2003,7,台中市,31,8.996774193548386,14.366774193548387
臺大溪頭,21.2,29,16.2,,375.17,2003,7,南投縣,31,,12.10225806451613
雲林分場,29.4,37.3,23.3,233.4,459.0,2003,7,雲林縣,31,7.529032258064516,14.806451612903226
義竹分場,29.7,36.7,24.6,,682.59,2003,7,嘉義縣,31,,22.019032258064517
畜試所,29.5,35.3,22.4,245.8,410.31,2003,7,臺南市,31,7.929032258064517,13.235806451612904
高雄農改,29.7,37.9,24.4,227.7,436.35,2003,7,屏東縣,31,7.34516129032258,14.075806451612904
恆春畜試,29.1,33.8,24.4,161.0,743.11,2003,7,屏東縣,31,5.193548387096774,23.971290322580646
蘭陽分場,29.7,37.4,24,266.7,690.99,2003,7,宜蘭縣,31,8.603225806451613,22.29
花蓮農改,29.1,35,23,272.8,667.13,2003,7,花蓮縣,31,8.8,21.52032258064516
斑鳩分場,27.7,36.6,22.3,234.2,461.87,2003,7,台東縣,31,7.554838709677419,14.899032258064516
農業試驗所,29.5,36.6,22.8,,444.86,2003,7,台中市,31,,14.350322580645162
桃園農改,29.1,36,24.1,227.9,496.82,2003,8,桃園市,31,7.351612903225806,16.026451612903227
茶改場,28.6,38.3,22.7,210.5,319.87,2003,8,桃園市,31,6.790322580645161,10.318387096774194
五峰站,22.1,29.3,17.9,87.0,361.29,2003,8,新竹縣,31,2.806451612903226,11.654516129032258
苗栗農改,29.1,39.9,22,,459.3,2003,8,苗栗縣,31,,14.816129032258065
農業試驗所,28.6,35.8,22.8,170.5,389.09,2003,8,台中市,31,5.5,12.551290322580645
臺中農改,29,35.3,24,255.9,400.11,2003,8,彰化縣,31,8.25483870967742,12.906774193548388
臺大溪頭,20.7,27.1,16.6,,278.35,2003,8,南投縣,31,,8.979032258064517
雲林分場,28.2,36.1,22.75,182.7,404.86,2003,8,雲林縣,31,5.893548387096774,13.06
義竹分場,28.6,34.7,23.8,,550.45,2003,8,嘉義縣,31,,17.756451612903227
畜試所,28.2,36,22.9,184.5,372.33,2003,8,臺南市,31,5.951612903225806,12.010645161290322
恆春畜試,28.2,33.8,23.4,160.7,581.79,2003,8,屏東縣,31,5.183870967741935,18.767419354838708
高雄農改,28.2,35.3,23.6,161.1,352.37,2003,8,屏東縣,31,5.196774193548387,11.366774193548387
蘭陽分場,28.9,35.6,23.6,239.3,639.74,2003,8,宜蘭縣,31,7.719354838709678,20.636774193548387
花蓮農改,28.1,34.8,23.1,210.9,581.51,2003,8,花蓮縣,31,6.803225806451613,18.758387096774193
斑鳩分場,26.6,33.9,21.8,159.9,360.98,2003,8,台東縣,31,5.158064516129032,11.644516129032258
桃園農改,26.05,33.4,21.7,158.95,396.59,2003,9,桃園市,30,5.298333333333333,13.219666666666665
茶改場,26.5,34.9,20.7,178.9,263.54,2003,9,桃園市,30,5.963333333333334,8.784666666666668
五峰站,20.2,28.35,15.7,97.3,269.305,2003,9,新竹縣,30,3.243333333333333,8.976833333333333
苗栗農改,27.6,37.1,21.3,,425.24,2003,9,苗栗縣,30,,14.174666666666667
農業試驗所,28.1,34.4,23,149.4,360.0,2003,9,台中市,30,4.98,12.0
臺中農改,28.2,34.7,23,223.6,352.03,2003,9,彰化縣,30,7.453333333333333,11.734333333333332
臺大溪頭,20.2,26.6,15.4,,264.46,2003,9,南投縣,30,,8.815333333333333
雲林分場,27.6,35.2,22.6,161.5,377.03,2003,9,雲林縣,30,5.383333333333334,12.567666666666666
義竹分場,28.1,34.7,22.9,,505.43,2003,9,嘉義縣,30,,16.847666666666665
畜試所,27.5,33.8,23.2,131.4,313.15,2003,9,臺南市,30,4.38,10.438333333333333
恆春畜試,27.9,33,23.5,97.7,568.42,2003,9,屏東縣,30,3.256666666666667,18.947333333333333
高雄農改,27.8,34.6,23.5,132.7,297.78,2003,9,屏東縣,30,4.423333333333333,9.925999999999998
蘭陽分場,26.9,34.7,21,175.4,465.01,2003,9,宜蘭縣,30,5.846666666666667,15.500333333333334
花蓮農改,26.7,33.3,19.6,155.7,447.82,2003,9,花蓮縣,30,5.1899999999999995,14.927333333333333
斑鳩分場,25.8,34,19.1,146.9,313.8,2003,9,台東縣,30,4.8966666666666665,10.46
茶改場,22.5,32.3,13.8,217.0,264.07,2003,10,桃園市,31,7.0,8.518387096774193
桃園農改,23.3,31.5,14.7,248.9,523.93,2003,10,桃園市,31,8.029032258064516,16.90096774193548
五峰站,17.4,26.9,9.8,141.6,396.39,2003,10,新竹縣,31,4.567741935483871,12.786774193548387
苗栗農改,22.9,34.5,11.1,,470.24,2003,10,苗栗縣,31,,15.169032258064517
台中農改,24.4,33.1,14.7,247.6,337.49,2003,10,台中市,31,7.987096774193549,10.886774193548387
臺大溪頭,16.9,25.5,10.3,,236.64,2003,10,南投縣,31,,7.6335483870967735
雲林分場,25.1,37.4,16.5,196.1,375.32,2003,10,雲林縣,31,6.325806451612903,12.107096774193549
義竹分場,24.4,32.7,15.4,,530.15,2003,10,嘉義縣,31,,17.101612903225806
畜試所,24.6,32.8,16.3,169.4,336.37,2003,10,臺南市,31,5.464516129032258,10.850645161290323
高雄農改,25.8,33.2,19.1,160.8,299.23,2003,10,屏東縣,31,5.187096774193549,9.65258064516129
恆春畜試,26,31.3,21.7,128.3,572.37,2003,10,屏東縣,31,4.138709677419355,18.463548387096775
蘭陽分場,22.65,31.95,17.1,101.4,290.615,2003,10,宜蘭縣,31,3.270967741935484,9.374677419354839
花蓮農改,23.1,30.7,13.6,115.8,341.85,2003,10,花蓮縣,31,3.735483870967742,11.02741935483871
斑鳩分場,22.8,31.6,14.9,139.6,272.89,2003,10,台東縣,31,4.503225806451613,8.802903225806451
農業試驗所,24.3,34.2,15,192.4,363.68,2003,10,台中市,31,6.206451612903226,11.731612903225807
桃園農改,21,30.1,12.9,92.8,252.21,2003,11,桃園市,30,3.0933333333333333,8.407
茶改場,20.1,30.6,11.5,83.1,119.57,2003,11,桃園市,30,2.77,3.9856666666666665
五峰站,16.4,25.3,4.9,70.3,250.07,2003,11,新竹縣,30,2.3433333333333333,8.335666666666667
苗栗農改,21.5,32.2,10.4,,286.63,2003,11,苗栗縣,30,,9.554333333333334
農業試驗所,22.9,32.4,13,136.6,262.12,2003,11,台中市,30,4.553333333333333,8.737333333333334
臺中農改,22.8,31.7,13.5,182.5,243.73,2003,11,彰化縣,30,6.083333333333333,8.124333333333333
臺大溪頭,16.4,25.7,7.4,,215.02,2003,11,南投縣,30,,7.167333333333334
雲林分場,,,,,256.71,2003,11,雲林縣,30,,8.556999999999999
義竹分場,22.8,32.4,13.8,,373.44,2003,11,嘉義縣,30,,12.448
畜試所,23,31.6,13.5,84.4,243.8,2003,11,臺南市,30,2.8133333333333335,8.126666666666667
恆春畜試,24.7,30.4,19.2,116.0,432.56,2003,11,屏東縣,30,3.8666666666666667,14.418666666666667
高雄農改,24.5,32.1,14.4,94.5,222.83,2003,11,屏東縣,30,3.15,7.427666666666667
蘭陽分場,20.05,29.4,14.5,74.45,203.855,2003,11,宜蘭縣,30,2.481666666666667,6.795166666666666
花蓮農改,22.4,29.9,15.3,69.4,236.78,2003,11,花蓮縣,30,2.3133333333333335,7.892666666666667
斑鳩分場,21.8,31.1,14.4,84.0,185.99,2003,11,台東縣,30,2.8,6.199666666666667
桃園農改,16.2,24.6,9.7,169.6,317.73,2003,12,桃園市,31,5.470967741935484,10.249354838709678
五峰站,10.7,20,1.3,136.2,253.335,2003,12,新竹縣,31,4.393548387096774,8.172096774193548
台中農改,17.1,27.3,8.8,218.7,265.75,2003,12,台中市,31,7.054838709677419,8.57258064516129
雲林分場,16.7,29.4,6.5,181.0,289.14,2003,12,雲林縣,31,5.838709677419355,9.327096774193548
義竹分場,17.1,29.3,7.5,,416.72,2003,12,嘉義縣,31,,13.442580645161291
高雄農改,19.8,31.1,11.3,131.4,254.32,2003,12,屏東縣,31,4.238709677419355,8.203870967741935
斑鳩分場,17.4,27.3,11.1,88.9,186.92,2003,12,台東縣,31,2.8677419354838714,6.029677419354838
花蓮農改,17.9,26.4,12,78.7,229.24,2003,12,花蓮縣,31,2.5387096774193547,7.39483870967742
蘭陽分場,18.2,27.25,9.3,76.0,194.61,2003,12,宜蘭縣,31,2.4516129032258065,6.2777419354838715
茶改場,15.4,25.4,8.8,163.7,160.98,2003,12,桃園市,31,5.280645161290322,5.192903225806451
畜試所,19.25,30.35,9.9,163.7,260.7,2003,12,臺南市,31,5.280645161290322,8.40967741935484
恆春畜試,21.3,27.9,15.6,146.1,437.27,2003,12,屏東縣,31,4.712903225806452,14.105483870967742
農業試驗所,16.9,29.9,7,197.9,292.09,2003,12,台中市,31,6.383870967741935,9.422258064516129
苗栗農改,15.7,27.2,6.2,,358.56,2003,12,苗栗縣,31,,11.566451612903226
臺大溪頭,11.6,21.6,5,,257.77,2003,12,南投縣,31,,8.31516129032258
茶改場,13.5,25.8,4,97.6,110.42,2004,1,桃園市,31,3.148387096774193,3.561935483870968
桃園農改,14.2,23.5,5.5,70.9,206.99,2004,1,桃園市,31,2.2870967741935484,6.677096774193549
五峰站,9.8,21.3,-1.5,68.0,210.51,2004,1,新竹縣,31,2.193548387096774,6.790645161290322
苗栗農改,14,26,4.9,,267.76,2004,1,苗栗縣,31,,8.637419354838709
台中農改,15.7,26.2,5.9,166.7,234.09,2004,1,台中市,31,5.377419354838709,7.551290322580646
臺大溪頭,10.9,20,3.4,,175.18,2004,1,南投縣,31,,5.650967741935484
雲林分場,16.1,27.9,4.6,,282.82,2004,1,雲林縣,31,,9.123225806451613
義竹分場,16.3,27.9,4.3,,405.07,2004,1,嘉義縣,31,,13.066774193548387
畜試所,16.8,27.9,4.1,149.2,277.87,2004,1,臺南市,31,4.812903225806451,8.963548387096774
高雄農改,19,28.5,7.6,150.1,251.54,2004,1,屏東縣,31,4.841935483870968,8.114193548387096
恆春畜試,20.05,27.55,14.45,,,2004,1,屏東縣,31,,
蘭陽分場,15.35,25.05,7.55,54.8,171.695,2004,1,宜蘭縣,31,1.7677419354838708,5.538548387096774
花蓮農改,16.6,25.1,9,60.1,177.45,2004,1,花蓮縣,31,1.9387096774193548,5.724193548387096
斑鳩分場,16.4,26.5,7.7,71.1,157.4,2004,1,台東縣,31,2.293548387096774,5.077419354838709
農業試驗所,17,29.9,5,138.8,244.18,2004,1,台中市,31,4.47741935483871,7.876774193548387
茶改場,15.8,28.6,8,155.7,190.58,2004,2,桃園市,29,5.368965517241379,6.571724137931035
桃園農改,15.8,27,6.2,162.3,338.98,2004,2,桃園市,29,5.596551724137932,11.68896551724138
五峰站,12.2,24.1,2.4,116.4,318.98,2004,2,新竹縣,29,4.013793103448276,10.999310344827586
苗栗農改,15.7,29.9,4.6,,,2004,2,苗栗縣,29,,
台中農改,16.8,30,9.2,175.7,251.18,2004,2,台中市,29,6.058620689655172,8.661379310344827
臺大溪頭,12,23,3.3,,248.22,2004,2,南投縣,29,,8.559310344827587
雲林分場,17,32,8.1,149.5,304.79,2004,2,雲林縣,29,5.155172413793103,10.510000000000002
義竹分場,17.2,30.5,8.4,,418.76,2004,2,嘉義縣,29,,14.44
畜試所,17.7,30.7,8.7,155.0,287.62,2004,2,臺南市,29,5.344827586206897,9.91793103448276
高雄農改,20,30.7,12.3,160.9,276.66,2004,2,屏東縣,29,5.548275862068966,9.540000000000001
恆春畜試,21.2,28.7,15.3,115.9,440.99,2004,2,屏東縣,29,3.996551724137931,15.206551724137931
蘭陽分場,17.3,28.9,10.2,120.1,278.28,2004,2,宜蘭縣,29,4.141379310344828,9.595862068965516
花蓮農改,17.6,27.7,10.2,95.0,253.73,2004,2,花蓮縣,29,3.2758620689655173,8.749310344827586
斑鳩分場,17.3,28,10.2,83.3,182.78,2004,2,台東縣,29,2.872413793103448,6.302758620689655
農業試驗所,18,31.4,9.9,131.0,272.4,2004,2,台中市,29,4.517241379310345,9.39310344827586
茶改場,15.8,28.3,8.3,54.8,118.31,2004,3,桃園市,31,1.7677419354838708,3.8164516129032258
桃園農改,16.5,27.7,9,70.2,226.86,2004,3,桃園市,31,2.264516129032258,7.3180645161290325
五峰站,13.1,22.7,3.8,69.3,269.47,2004,3,新竹縣,31,2.235483870967742,8.692580645161291
苗栗農改,16.9,29.2,8.2,,278.11,2004,3,苗栗縣,31,,8.971290322580646
台中農改,18.9,29.6,11.2,,274.83,2004,3,台中市,31,,8.865483870967742
臺大溪頭,14.1,23.7,4.9,,217.56,2004,3,南投縣,31,,7.018064516129033
雲林分場,19.2,32,8.9,115.3,310.67,2004,3,雲林縣,31,3.7193548387096773,10.021612903225806
義竹分場,19.6,32,9.2,,443.93,2004,3,嘉義縣,31,,14.320322580645161
畜試所,20.4,32.1,9.1,114.8,301.0,2004,3,臺南市,31,3.703225806451613,9.709677419354838
高雄農改,22.4,33.5,12.9,108.0,268.39,2004,3,屏東縣,31,3.4838709677419355,8.657741935483871
恆春畜試,22.6,29.5,16,115.7,501.94,2004,3,屏東縣,31,3.732258064516129,16.191612903225806
蘭陽分場,18.2,28.6,10.5,64.8,232.23,2004,3,宜蘭縣,31,2.0903225806451613,7.491290322580645
花蓮農改,18.9,26.9,10.6,37.2,200.13,2004,3,花蓮縣,31,1.2000000000000002,6.4558064516129035
斑鳩分場,18.9,28.2,11.8,44.9,153.25,2004,3,台東縣,31,1.4483870967741934,4.943548387096774
農業試驗所,19.6,30.6,10.8,63.7,286.7,2004,3,台中市,31,2.0548387096774197,9.248387096774193
茶改場,20.4,32.2,10.5,130.2,214.53,2004,4,桃園市,30,4.34,7.151
桃園農改,21.4,32.9,12.2,114.7,394.0,2004,4,桃園市,30,3.8233333333333333,13.133333333333333
五峰站,17.4,28.6,8.6,123.3,389.28,2004,4,新竹縣,30,4.11,12.975999999999999
苗栗農改,21.4,33.1,9.4,,423.81,2004,4,苗栗縣,30,,14.127
台中農改,22.7,32.4,12.2,208.6,343.42,2004,4,台中市,30,6.953333333333333,11.447333333333335
臺大溪頭,15.5,23.6,7.3,,270.91,2004,4,南投縣,30,,9.030333333333335
雲林分場,22.9,33.8,12.1,151.5,374.06,2004,4,雲林縣,30,5.05,12.468666666666667
義竹分場,23.2,32.7,12.2,,533.74,2004,4,嘉義縣,30,,17.791333333333334
